gene	01_SW_sgCTRL_Norm	02_SW_sgCTRL_Norm	17_SW_sgRELB_3_Hyp	18_SW_sgRELB_3_Hyp
SLC35D2	751	644	758	734
ZNF367	2732	2213	1677	1554
HABP4	628	499	602	601
CDC14B	580	484	697	690
LOC105376163	0	0	0	0
PRXL2C	443	381	507	444
LOC441455	0	0	0	0
ZNF510	362	243	566	551
ZNF782	139	96	199	205
LOC100132781	0	0	0	0
PTMAP11	0	0	0	1
NUTM2G	5	6	4	5
MFSD14C	148	94	215	232
CTSV	444	378	865	818
GAS2L1P2	0	0	5	2
LOC107987104	1	1	2	0
FAM220CP	1	1	5	7
LOC105376166	0	0	0	0
LOC112268050	1	3	2	5
ANKRD18CP	3	8	27	23
SUGT1P4-STRA6LP-CCDC180	0	0	1	0
SUGT1P4-STRA6LP	24	19	45	54
CCDC180	0	0	0	0
MIR1302-8	0	0	0	0
LOC286359	0	0	0	0
LOC105376167	0	0	0	0
TDRD7	620	520	1360	1340
TMOD1	74	40	73	56
LOC105376168	2	0	0	1
TSTD2	538	427	720	731
NCBP1	4574	3733	3126	2910
LOC105376171	0	0	0	0
XPA	609	544	840	805
PTCSC2	2	2	11	8
FOXE1	0	0	0	0
LOC112268051	0	1	4	7
TRMO	494	423	483	495
HEMGN	0	0	0	0
ANP32B	9586	7442	6716	7252
NANS	1408	1135	1235	1300
TRIM14	1469	1053	960	972
CORO2A	389	313	935	916
TBC1D2	615	489	1667	1813
MIR6854	0	0	0	0
GABBR2	7	3	16	10
ANKS6	1559	1231	1819	1859
GALNT12	291	248	441	423
LOC102724684	0	0	0	0
COL15A1	3	4	11	4
TGFBR1	3479	2760	4373	3951
LOC105376174	0	0	0	0
ALG2	1117	939	1307	1420
SEC61B	2092	1679	2274	2169
NAMA	0	0	0	0
LOC107987011	0	0	0	0
LOC107987012	0	0	0	0
LOC101928438	0	0	1	0
NR4A3	25	17	43	39
STX17-DT	10	12	19	12
STX17	945	751	1355	1240
ERP44	1891	1571	2412	2414
LOC105376176	0	0	0	0
INVS	671	549	817	891
TEX10	3256	2619	2383	2346
LOC105376177	13	13	23	29
MSANTD3	728	551	988	1053
MSANTD3-TMEFF1	0	0	0	0
TMEFF1	1	0	1	4
CAVIN4	15	14	19	16
LOC105376179	0	0	0	0
LOC105376180	0	0	0	0
LOC105376181	0	0	0	0
PLPPR1	0	0	0	0
LOC105376183	0	0	0	0
LOC105376182	0	0	0	0
BAAT	1	0	1	0
MRPL50	1273	1034	912	843
ZNF189	483	397	773	751
ALDOB	0	1	0	0
LOC105376184	0	0	0	0
TMEM246-AS1	0	0	0	3
PGAP4	1224	937	1196	1340
RNF20	1729	1385	2460	2446
GRIN3A	3	0	10	5
PPP3R2	0	0	1	0
LOC105376186	0	0	0	0
LOC105376187	0	0	0	0
LOC105376188	0	0	0	0
LOC105376190	0	0	0	0
LINC00587	0	0	0	0
CYLC2	0	0	0	0
LOC105376191	0	0	0	0
LINC01492	0	0	0	0
LOC105376192	0	0	0	0
LOC105376193	0	0	0	0
LOC101928523	0	0	0	0
SMC2-DT	2	0	1	2
SMC2	5339	4302	5430	5044
LOC105376194	0	0	0	0
LOC105376195	0	0	0	0
OR13F1	0	0	0	0
OR13C4	0	0	0	0
OR13C3	0	0	0	0
OR13C8	0	0	0	0
OR13C5	0	0	0	0
OR13C2	0	0	0	0
OR13C9	0	0	0	0
LOC107987105	1	0	1	1
OR13D1	0	0	0	0
NIPSNAP3A	289	235	637	569
NIPSNAP3B	128	91	253	240
ABCA1	21	16	235	249
LOC105376196	0	0	1	0
CT70	0	0	2	3
LOC105376197	1	2	0	0
LOC112268038	1	1	1	2
SLC44A1	3314	2734	3381	3153
FSD1L	278	247	363	309
RALGAPA1P1	5	3	10	9
FKTN-AS1	1	0	0	3
FKTN	784	664	1174	1046
TAL2	1	2	2	2
TMEM38B	1285	1033	1157	1050
LOC107987107	2	1	2	2
LOC107987108	1	0	1	1
LOC107987109	0	0	0	0
LOC105376201	0	0	0	0
MIR8081	0	0	0	0
LINC01505	0	0	0	0
LOC105376204	8	9	23	20
ZNF462	398	348	889	935
LOC340512	0	0	1	1
LOC107987110	0	0	0	0
LOC112268052	2	7	2	5
RAD23B	13739	11030	13981	13480
LOC107987111	0	0	0	1
LINC01509	0	0	0	1
KLF4	203	159	1114	1125
LOC112268053	0	0	0	0
LOC105376206	0	0	0	0
LOC105376205	0	0	0	0
LOC105376207	0	0	0	0
LOC105376208	0	1	2	1
LOC105376209	0	0	0	1
LOC105376211	0	0	0	0
LOC107987112	1	0	2	0
LOC105376214	0	2	16	16
LOC105376213	0	0	0	1
LOC105376212	0	0	1	0
ACTL7B	0	0	1	0
ACTL7A	0	0	0	0
ELP1	2736	2143	2535	2487
ABITRAM	780	656	769	694
CTNNAL1	6105	4853	5846	5544
LOC105376216	0	0	0	0
TMEM245	4018	3360	5038	4872
MIR32	0	0	0	0
FRRS1L	1	0	1	0
EPB41L4B	319	211	184	193
LOC107987113	0	0	0	1
PTPN3	1596	1273	2032	2013
MIR3927	0	0	0	0
PALM2AKAP2	2598	2023	3142	3309
LOC107987013	0	0	6	2
LOC105376217	0	0	0	0
TRR-TCG6-1	0	0	0	0
C9orf152	3	1	5	2
TXN	9680	7638	7314	6855
LOC107987114	0	0	0	0
TXNDC8	0	1	0	0
SVEP1	56	39	63	69
LOC105376218	0	0	0	0
MUSK	0	0	2	1
LOC107987115	0	0	0	0
LPAR1	14	13	31	44
LOC105376219	0	0	0	0
MIR7702	0	0	0	0
OR2K2	0	0	0	0
ECPAS	4954	4104	5154	5047
ZNF483	141	147	315	293
PTGR1	717	588	1404	1360
LRRC37A5P	0	0	0	0
LOC107987116	1	0	6	10
DNAJC25-GNG10	0	0	0	0
DNAJC25	255	184	515	446
GNG10	96	76	151	125
SHOC1	7	2	27	33
UGCG	2625	1962	6126	5823
MIR4668	1	0	0	1
LOC105376220	51	52	170	151
SUSD1	494	331	971	947
PTBP3	4166	3514	5171	4910
HSDL2	1508	1216	1651	1570
HSDL2-AS1	18	15	18	20
KIAA1958	1007	826	1071	979
INIP	855	692	998	895
LOC107987117	0	0	0	0
SNX30	1704	1371	2530	2536
LOC107987118	9	9	25	16
SLC46A2	9	4	17	19
LOC112268054	1	5	3	5
ZNF883	0	0	1	1
ZFP37	158	129	197	189
FAM225B	12	1	13	13
FAM225A	41	23	63	67
SLC31A2	9	15	15	16
FKBP15	1346	1138	2198	2204
SLC31A1	1924	1477	1842	1905
LOC107987119	1	0	1	2
CDC26	236	198	198	232
PRPF4	3014	2356	2284	2277
RNF183	0	3	0	0
WDR31	47	46	98	82
BSPRY	111	70	93	70
HDHD3	363	257	391	389
ALAD	470	371	846	873
POLE3	4366	3482	4061	4118
C9orf43	45	34	57	75
RGS3	1544	1252	1789	1790
LOC105376222	8	3	8	10
LOC105376223	1	1	2	4
ZNF618	1347	1108	1309	1437
AMBP	1	1	0	1
LOC107987120	0	0	0	0
KIF12	25	13	110	136
LOC105376225	0	0	0	0
COL27A1	107	94	194	210
MIR455	0	0	0	0
LOC105376224	1	0	3	0
ORM1	0	0	0	0
ORM2	1	1	1	1
AKNA	231	191	113	143
WHRN	63	61	90	79
LOC105376228	0	0	0	1
LOC105376229	0	0	0	0
ATP6V1G1	2764	2240	2913	2762
TMEM268	342	278	284	283
TEX53	0	0	0	0
LOC107987121	1	0	0	0
TEX48	0	0	1	3
LOC105376231	0	0	0	0
TNFSF15	4	1	6	6
TNFSF8	0	0	0	0
TNC	539	411	1895	1984
LOC101928748	0	0	0	0
DELEC1	0	0	0	0
LOC105376233	0	1	0	0
LOC105376232	0	0	0	0
LOC105376235	0	0	0	0
LOC101928775	0	0	0	0
LOC105376234	0	0	0	0
LINC00474	0	0	0	0
LOC105376236	0	0	1	0
PAPPA	43	44	7	8
PAPPA-AS2	0	1	2	2
PAPPA-AS1	0	0	0	0
ASTN2	271	207	417	494
ASTN2-AS1	0	0	0	0
LOC107987014	0	0	0	0
LOC107987015	0	0	0	0
LOC105376240	0	0	0	0
TRIM32	1067	813	1269	1209
LOC105376239	0	0	0	3
LOC105376238	0	0	0	0
SNORA70C	0	0	0	0
LOC105376237	0	0	0	0
LOC105376242	0	0	0	3
LOC101928797	52	47	33	52
TLR4	425	345	646	658
LOC105376244	4	7	17	15
LOC105376243	1	2	1	1
LOC105376246	0	0	0	0
LOC105376247	0	0	0	0
LOC105376248	0	0	0	0
LOC105376249	0	0	0	0
LOC102724929	0	0	0	0
LINC02578	0	0	0	0
LOC101928849	0	0	0	0
BRINP1	0	0	1	0
LOC105376250	0	0	0	0
LOC107987122	0	0	0	0
LINC01613	0	0	0	0
LOC107987123	0	0	0	0
LOC107987124	0	0	0	0
MIR147A	0	0	0	0
LOC105376253	0	0	2	0
CDK5RAP2	2398	1893	2852	2873
MEGF9	272	235	683	624
FBXW2	2989	2499	3081	2981
B3GALT9	156	126	234	256
PSMD5	2359	1776	1983	1836
CUTALP	626	426	1032	947
PHF19	2480	1921	2834	2975
TRAF1	53	48	70	56
C5-OT1	0	2	1	1
C5	140	120	181	229
CNTRL	472	400	614	567
RAB14	3659	3014	4342	4000
GSN	3517	2701	8279	8779
GSN-AS1	1	3	15	4
STOM	116	129	122	139
LOC102723324	0	0	0	0
GGTA1	1	0	0	0
LOC107987016	0	0	0	0
DAB2IP	2418	1795	2126	2288
LOC105376257	4	6	9	13
LOC107987125	0	0	0	0
TTLL11	165	140	160	156
MIR4478	0	0	0	0
NDUFA8	2060	1621	2166	2072
MORN5	5	0	6	5
LHX6	1074	833	985	1022
RBM18	1199	1012	1335	1233
MRRF	1455	1166	1351	1417
PTGS1	7	8	33	40
OR1J2	20	31	30	32
OR1J1	1	0	1	0
OR1J4	0	0	0	0
OR1N1	0	0	0	0
OR1L8	0	0	0	1
OR1N2	1	0	0	0
OR1Q1	1	0	0	0
OR1B1	0	0	1	2
OR1L1	0	0	0	0
OR1L3	0	0	0	0
OR1L4	0	0	0	0
OR1L6	0	0	0	0
OR5C1	0	0	0	0
OR1K1	0	0	0	0
PDCL	1083	893	1371	1308
RC3H2	3086	2607	3857	3593
SNORD90	0	0	0	0
ZBTB6	777	622	847	742
ZBTB26	597	478	657	570
RABGAP1	2120	1742	2925	2978
LOC105379839	1	3	5	5
GPR21	0	0	2	0
STRBP	2152	1692	1940	1933
MIR600HG	0	0	0	0
MIR600	0	0	0	0
LOC105376265	0	0	0	0
CRB2	153	99	454	487
DENND1A	1217	971	1115	1111
MIR601	0	0	1	0
MIR7150	0	0	0	0
LOC105376266	58	43	57	51
LOC105376267	0	0	1	2
LOC100505588	0	3	0	1
LHX2	18	8	30	32
LOC107987037	0	0	0	0
NEK6	1363	1099	1789	1659
LOC613206	2	3	10	7
LOC105376269	0	0	3	2
PSMB7	3239	2511	3259	3153
LOC100129034	468	366	655	725
LOC105376270	102	91	82	77
ADGRD2	13	16	20	12
NR5A1	1	1	0	1
NR6A1	317	215	297	290
MIR181A2HG	16	7	27	26
MIR181A2	0	0	0	0
MIR181B2	0	0	0	0
LOC107987126	10	0	12	12
OLFML2A	379	286	941	1023
WDR38	1	0	1	1
RPL35	11610	9173	8471	8639
ARPC5L	2259	1863	1983	2053
GOLGA1	810	642	1486	1453
SCAI	285	260	422	334
PPP6C	2712	2235	2965	2840
LOC105376271	1	0	0	1
RABEPK	1030	809	442	479
HSPA5	13174	10515	15899	16286
HSPA5-DT	2	1	4	6
GAPVD1	2365	1872	2849	2894
LOC101929014	0	0	0	2
LOC112268055	0	0	0	1
MAPKAP1	3416	2650	3202	3278
LOC102723468	0	0	0	1
LOC105376272	0	0	0	0
LOC107987128	0	0	0	0
PBX3-DT	0	1	0	0
PBX3	446	367	547	489
LOC107984127	1	0	0	0
LOC105376273	0	0	0	0
LOC105376274	0	0	0	0
LOC105376275	0	0	0	0
LOC101929116	0	0	2	1
MVB12B	269	202	339	352
NRON	1	0	0	0
LOC105376276	0	0	0	0
LMX1B-DT	1	2	13	11
LMX1B	58	59	117	139
LOC107987129	2	0	20	14
ZBTB43	556	484	732	753
ZBTB34	422	303	565	543
RALGPS1	123	82	218	211
LOC105376279	0	0	0	0
ANGPTL2	0	1	2	1
LOC105376278	4	4	10	6
GARNL3	38	27	37	42
LOC112268056	5	4	6	9
SLC2A8	270	224	413	429
ZNF79	118	81	260	235
RPL12	16205	12237	12667	13027
SNORA65	16	7	11	6
LRSAM1	745	615	931	994
NIBAN2	11873	8973	17871	18935
LOC105376281	1	1	2	3
STXBP1	3979	2965	2999	3339
MIR3911	1	1	0	4
PTRH1	8	6	7	9
CFAP157	81	60	83	72
TTC16	0	1	5	0
TOR2A	378	325	385	450
SH2D3C	4	1	2	5
LOC107987132	0	1	3	1
MIR3960	0	1	1	0
MIR2861	0	0	1	1
CDK9	2090	1572	2336	2561
FPGS	1969	1422	2131	2117
ENG	35	31	65	88
LOC102723566	30	25	110	97
LOC105379841	0	0	0	0
AK1	881	649	992	1122
MIR4672	0	0	0	0
ST6GALNAC6	954	715	1049	1152
ST6GALNAC4	1130	743	426	429
PIP5KL1	93	105	115	119
DPM2	1230	891	931	993
FAM102A	764	597	843	905
NAIF1	324	230	271	291
SLC25A25	1585	1219	1279	1379
SLC25A25-AS1	102	100	221	178
PTGES2	1828	1320	1623	1640
PTGES2-AS1	11	4	21	20
LCN2	223	171	312	271
BBLN	812	584	1267	1264
CIZ1	4618	3443	4027	4260
DNM1	1392	1027	2403	2519
MIR199B	0	0	0	0
MIR3154	0	0	0	0
GOLGA2	2198	1738	3270	3442
SWI5	1583	1228	1241	1197
TRUB2	1842	1360	1582	1628
LOC105376286	5	1	4	2
COQ4	836	591	1057	1180
TRR-TCT3-1	2	0	0	0
SLC27A4	1331	1028	879	1049
URM1	2339	1720	2405	2517
MIR219A2	0	0	0	0
MIR219B	0	0	0	0
CERCAM	756	583	996	1064
ODF2	1948	1598	1581	1702
ODF2-AS1	0	0	1	0
GLE1	2767	2103	2684	2697
LOC101929270	13	0	6	12
SPTAN1	8574	6958	16548	17308
DYNC2I2	2419	1753	2636	2839
LOC105376287	9	8	21	26
SET	22100	17862	15115	14793
PKN3	952	688	1024	1046
ZDHHC12	800	660	1183	1213
ZDHHC12-DT	108	83	169	162
ZER1	1197	888	2571	2784
TBC1D13	1297	1023	1482	1545
ENDOG	125	90	145	179
SPOUT1	1524	1126	1267	1295
KYAT1	449	340	474	485
LRRC8A	2609	1894	2570	2882
LOC101929291	10	1	12	17
PHYHD1	0	0	1	0
DOLK	902	698	949	983
NUP188	8197	6443	5899	6145
LOC101929314	2	0	0	0
SH3GLB2	1550	1232	1888	2050
MIGA2	1674	1233	1525	1513
DOLPP1	933	673	985	1047
CRAT	2197	1607	2256	2347
PTPA	8266	6345	6912	7006
IER5L	539	403	368	398
LOC105376289	6	4	10	6
IER5L-AS1	0	3	0	0
LOC101929331	1	0	2	1
LOC107987133	0	0	0	0
LINC02913	0	0	0	0
LINC01503	79	71	76	109
LOC107987038	0	0	0	0
LOC105376291	0	0	2	1
LINC00963	400	285	821	853
LOC105376292	67	45	106	95
NTMT1	1053	876	722	727
C9orf50	5	1	3	6
ASB6	1163	978	1212	1202
PRRX2	21	21	41	45
PRRX2-AS1	0	0	0	0
PTGES	131	89	169	172
TOR1B	1277	995	1259	1331
TOR1A	1782	1374	1836	1818
C9orf78	2190	1721	2137	2278
USP20	872	653	987	1089
MIR6855	0	0	0	1
FNBP1	1030	798	1339	1292
GPR107	2816	2435	3729	3622
GPRACR	0	1	3	1
NCS1	2360	1928	1937	2117
MIR12126	0	0	0	0
HMCN2	0	1	19	17
LOC107987134	0	0	0	0
ASS1	3553	2683	2553	2854
LOC105376294	10	12	15	11
LOC100272217	74	54	123	97
FUBP3	3982	3137	4023	4074
MIR6856	0	0	0	0
PRDM12	22	18	19	26
EXOSC2	2136	1678	1820	1820
ABL1	2520	1912	2360	2492
QRFP	4	2	4	5
FIBCD1	412	261	312	308
FIBCD1-AS1	2	3	1	1
LAMC3	2	1	3	5
AIF1L	4022	3265	3155	3285
NUP214	2534	1894	2729	3002
FAM78A	101	84	105	102
PLPP7	2	0	3	2
LOC105376299	1	0	1	0
LOC105376300	0	0	0	0
PRRC2B	4794	3679	5120	5379
SNORD62A	0	2	4	0
SNORD62B	9	4	16	6
LOC107987135	0	0	0	0
POMT1	958	781	1496	1544
LOC105376301	5	3	10	10
UCK1	1209	902	1655	1742
PRRT1B	0	0	2	0
RAPGEF1	2507	1909	3497	3659
MED27	751	595	780	767
LOC105376302	0	0	0	0
NTNG2	136	103	302	325
SETX	3952	3224	3978	3887
TTF1	1014	789	853	807
CFAP77	2	1	1	1
LOC105376304	0	0	0	0
BARHL1	1	0	0	0
DDX31	1221	1058	833	833
GTF3C4	3383	2789	3272	3188
AK8	9	14	31	24
SPACA9	69	53	140	141
TSC1	1271	1065	1616	1633
GFI1B	0	0	0	0
MIR548AW	0	0	0	1
SNORD141A	177	170	121	134
LOC105376306	7	9	24	9
GTF3C5	2992	2253	3018	3060
MIR6877	0	1	0	0
CEL	11	5	18	25
CELP	0	0	0	0
RALGDS	1036	789	1167	1172
GBGT1	28	23	31	31
OBP2B	0	0	0	0
ABO	0	2	2	3
SURF6	1	0	0	1
MED22	0	0	0	1
RPL7A	1	0	1	0
SNORD24	0	0	0	0
SNORD36B	0	0	0	0
SNORD36A	0	0	0	0
SNORD36C	0	0	0	0
SURF1	0	1	0	2
SURF2	0	0	0	0
SURF4	1	2	1	3
STKLD1	0	0	0	0
REXO4	1	1	0	0
ADAMTS13	1	1	1	4
CACFD1	0	0	1	1
SLC2A6	4	3	9	6
LOC102723855	0	0	0	0
MYMK	1	2	5	10
ADAMTSL2	1115	826	341	388
FAM163B	0	2	0	0
DBH	149	92	57	59
DBH-AS1	284	188	84	98
SARDH	239	128	148	156
LOC105376308	0	0	0	0
VAV2	1486	1177	1211	1347
BRD3OS	613	417	774	791
BRD3	1307	1020	1702	1761
LOC100130548	9	3	11	6
WDR5	3242	2569	2757	2844
RNU6ATAC	5	7	2	0
LOC107987137	0	0	1	1
LOC101928384	0	0	0	0
LOC107987039	0	0	0	0
LINC02247	0	0	0	0
RXRA	2577	1850	2497	2662
MIR4669	0	0	0	0
LOC105376311	0	0	2	3
LOC100506532	1	0	2	1
COL5A1	3	4	53	51
COL5A1-AS1	0	0	0	1
LOC101448202	0	0	0	0
MIR3689C	0	0	0	0
MIR3689A	0	0	0	0
MIR3689D1	0	0	0	0
MIR3689B	0	0	0	0
MIR3689D2	0	0	0	0
MIR3689E	0	0	0	0
MIR3689F	0	0	0	0
FCN2	0	0	0	0
FCN1	0	0	0	0
LOC105376314	0	0	0	0
LOC105376313	0	0	0	0
OLFM1	642	504	944	1037
LOC102723948	0	0	0	0
LOC401557	0	0	0	0
LOC107987138	77	43	41	42
LINC02907	0	0	0	0
PPP1R26-AS1	98	80	155	147
PPP1R26	2506	1896	2472	2750
C9orf116	66	57	129	126
MRPS2	2794	2082	1589	1635
LOC101928525	8	6	8	13
LCN1	1	1	0	2
OBP2A	1	0	1	0
LOC107987040	1	0	1	0
PAEP	23	21	19	13
LINC01502	0	0	1	0
LOC105376316	0	0	0	0
LOC102723971	0	0	3	1
GLT6D1	0	0	0	0
LCN9	0	0	0	0
LOC105376317	0	0	0	0
LOC105376318	0	0	0	0
SOHLH1	0	0	0	0
KCNT1	5	3	24	10
LOC107987139	3	2	3	0
LOC107987140	0	4	3	2
CAMSAP1	2548	2012	2866	2891
CAMSAP1-DT	53	43	132	133
UBAC1	1771	1430	1720	1801
NACC2	2200	1661	2032	2112
LOC105376322	6	1	8	8
LINC02846	46	36	77	70
TMEM250	2376	1741	1693	1756
LOC107987142	26	17	51	55
LHX3	3	3	6	4
QSOX2	2995	2403	2139	2250
CCDC187	8	5	12	12
DKFZP434A062	4	3	10	12
GPSM1	445	355	925	951
DNLZ	182	151	167	135
CARD9	1204	904	731	671
SNAPC4	1453	1089	1165	1176
ENTR1	3689	2889	2389	2554
PMPCA	3348	2544	2588	2665
INPP5E	807	635	852	914
SEC16A	4116	3304	4337	4817
C9orf163	44	47	77	85
NOTCH1	2692	2052	1529	1569
MIR4673	0	0	0	1
MIR4674	2	1	2	0
NALT1	19	19	33	16
LINC01451	106	85	99	94
LOC105376325	0	0	2	0
LOC102724193	0	0	0	0
HSPC324	0	0	0	0
EGFL7	577	451	707	777
MIR126	0	1	0	1
AGPAT2	2236	1684	1993	2115
DIPK1B	312	238	577	538
SNHG7	1150	818	691	748
SNORA17B	0	0	0	0
SNORA17A	0	0	0	0
LCN10	15	9	7	27
LCN6	0	0	0	0
LOC100128593	0	0	1	0
MIR6722	0	0	0	0
LCN8	0	0	0	0
LCN15	1	0	0	0
LOC107987143	0	0	0	0
TMEM141	413	325	533	554
CCDC183	34	43	81	91
CCDC183-AS1	128	107	190	192
RABL6	5778	4292	5141	5280
MIR4292	34	15	24	30
AJM1	201	152	256	274
PHPT1	1408	1040	1403	1431
MAMDC4	261	183	251	253
EDF1	2939	2263	3655	3847
TRAF2	1555	1183	1113	1158
LOC105376326	1	3	6	5
MIR4479	2	0	2	0
FBXW5	3322	2386	3641	3935
C8G	11	7	11	13
LCN12	44	22	112	109
LINC02692	2	0	1	1
PTGDS	10	10	43	40
LCNL1	2	1	7	8
PAXX	882	656	672	640
CLIC3	22	18	192	212
ABCA2	2204	1731	3186	3483
LINC02908	10	7	19	26
FUT7	0	1	4	6
NPDC1	995	793	1052	1139
ENTPD2	137	96	97	95
LOC105376327	0	2	3	3
SAPCD2	4482	3367	2632	2961
UAP1L1	2101	1575	3683	3651
MAN1B1-DT	95	70	160	157
MAN1B1	1499	1124	2391	2447
DPP7	4011	2862	3152	3303
GRIN1	92	62	64	63
LOC105376328	3	0	8	3
LRRC26	34	24	29	23
MIR3621	0	0	0	0
TMEM210	2	1	2	3
ANAPC2	1314	927	1564	1588
SSNA1	1709	1273	1700	1727
TPRN	1012	755	1035	1122
TMEM203	1243	954	1121	1152
NDOR1	1393	1105	1289	1366
LOC122513141	0	0	0	0
RNF208	287	215	297	315
CYSRT1	134	77	92	91
RNF224	47	31	76	82
SLC34A3	36	20	72	78
TUBB4B	21003	16332	21174	22224
FAM166A	3	3	10	14
STPG3-AS1	3	10	31	27
STPG3	9	5	38	35
NELFB	3567	2718	3392	3570
TOR4A	1851	1320	1886	1915
NRARP	1226	849	691	629
EXD3	324	228	375	393
NOXA1	347	287	514	540
ENTPD8	664	534	3516	3529
NSMF	48190	36946	83174	85595
MIR7114	24	22	96	98
PNPLA7	695	543	3246	3403
MRPL41	1358	1071	1301	1370
DPH7	1218	1015	1087	1071
ZMYND19	1423	1032	1324	1276
ARRDC1	1824	1375	2045	2164
ARRDC1-AS1	300	248	382	393
EHMT1	2156	1657	2244	2480
LOC651337	4	1	4	5
MIR602	1	0	0	0
LOC100133077	0	1	0	1
CACNA1B	11	8	16	14
LOC105376331	0	0	0	0
LOC101928786	0	0	0	0
TUBBP5	57	47	74	75
LOC101928932	0	0	0	0
LOC107987145	0	0	0	0
FAM157B	0	0	1	4
LOC112267861	0	0	0	1
LOC105376333	0	0	1	0
LOC105376332	0	0	0	0
LOC105379525	0	0	0	0
LOC102724727	14	6	16	14
LOC107987370	0	0	0	0
LOC107987372	0	0	0	0
LOC102724813	0	0	1	1
LOC102723376	0	0	0	0
TUBB8	0	0	1	0
ZMYND11	1057	886	1118	1186
LOC107984190	0	0	0	0
LOC107984191	0	0	0	0
DIP2C	79	65	285	267
LOC105376340	0	0	0	0
LOC101930421	0	0	1	0
MIR5699	0	0	0	0
DIP2C-AS1	0	0	0	1
LARP4B	1102	848	1113	1125
LARP4B-DT	0	0	1	1
LOC107984285	7	3	21	11
LOC105376341	0	0	1	5
GTPBP4	1755	1379	1099	1055
IDI2	0	0	0	0
IDI2-AS1	10	8	14	14
IDI1	2784	2252	1964	1862
WDR37	760	657	546	574
LOC105376344	0	0	0	0
LINC00200	0	0	0	0
ADARB2	8	5	16	16
LOC105376342	12	6	2	6
ADARB2-AS1	0	0	0	0
LOC105376345	0	0	0	0
LOC105376346	0	0	0	0
LINC00700	0	0	0	0
MIR6072	0	0	0	0
LINC02662	0	0	0	0
LOC107984168	0	0	0	0
LINC00701	0	0	0	1
LOC105376349	0	0	0	0
LINC02645	0	0	0	0
LOC107983989	0	0	0	0
LOC105376350	0	0	0	0
LOC105376352	1	0	3	6
PFKP-DT	6	2	20	16
PFKP	3613	2747	5190	5795
SNORD142	0	1	1	3
PITRM1	781	633	1109	1066
PITRM1-AS1	30	29	40	59
LINC02668	0	0	0	0
LOC105376353	0	0	0	0
LOC107987146	0	0	0	0
LOC105376356	0	0	0	0
LOC105376360	0	0	0	0
LOC105376358	0	0	1	0
LOC105376357	0	0	0	0
LINC02669	0	0	1	0
LOC107984192	0	0	7	4
LOC107984193	0	0	0	0
LOC105376361	1	0	3	3
LOC105376363	8	4	63	47
KLF6	2319	1756	3023	2976
LOC105376364	3	3	3	5
LINC02639	0	0	0	0
LINC02660	0	0	0	0
LOC105376367	1	0	0	0
MIR6078	0	0	0	0
LOC107984195	0	0	1	0
LOC101927964	0	0	0	0
LOC107984196	0	0	0	0
LOC105376368	0	0	2	2
LINC00702	0	0	0	0
LOC105376369	0	0	1	0
LOC105376370	0	0	0	0
LOC105376371	0	0	0	0
LOC105376372	0	0	0	0
LINC00703	0	0	0	0
MANCR	0	0	0	0
LINC00705	0	0	0	0
LOC105376373	0	0	0	0
LOC105376375	0	0	0	0
LOC107984197	0	0	0	0
LOC105376374	0	0	0	0
AKR1E2	80	72	167	169
AKR1C6P	0	1	0	2
AKR1C1	4	5	20	20
AKR1C2	20	15	32	33
LOC101928051	0	1	0	0
LOC107984198	0	0	0	0
AKR1C3	1	3	20	23
AKR1C8	0	0	0	0
AKR1C4	0	0	0	0
LINC02561	0	0	0	1
UCN3	0	0	0	0
TUBAL3	0	0	2	0
NET1	5879	4593	4411	4565
CALML5	0	0	0	0
CALML3-AS1	31	21	34	42
CALML3	8	8	7	15
LOC107984169	25	14	23	27
LOC105376380	29	23	59	56
LOC105376381	3	4	6	6
LASTR	142	96	61	48
LINC02678	19	22	40	41
LINC02677	12	11	5	4
LOC107984199	14	11	9	6
ASB13	1773	1323	953	1005
TASOR2	3260	2577	2417	2287
GDI2	7057	5540	4931	4589
TRV-TAC3-1	0	0	0	0
ANKRD16	249	214	246	237
FBH1	1837	1348	1566	1639
LOC105376384	8	5	10	5
IL15RA	736	532	300	333
LOC107984200	18	14	12	16
IL2RA	28	18	6	5
LOC107984201	1	0	0	1
RBM17	7217	5698	3143	3108
LOC101928080	2	4	35	35
PFKFB3	853	682	2805	3045
MIR3155A	0	0	0	0
MIR3155B	0	0	0	0
LINC02649	0	2	7	5
LINC02656	0	0	1	0
PRKCQ	215	193	169	166
LOC107984202	0	0	0	0
PRKCQ-AS1	121	92	90	102
LINC02648	1	1	0	0
LINP1	9	6	34	35
LINC00706	0	0	0	0
LINC00707	0	2	1	0
LOC107984203	0	0	0	0
LOC105376387	0	0	0	1
LINC02665	0	0	0	0
SFMBT2	0	0	0	0
SNORD129	0	0	0	0
LINC02642	0	0	0	0
LOC105376390	0	0	0	0
LOC105376391	0	0	0	0
ITIH5	0	0	1	1
ITIH2	0	0	1	0
KIN	436	395	428	452
ATP5F1C	3514	2919	3896	3572
LOC105376392	7	5	3	7
TAF3	589	426	762	709
LOC105376394	0	0	0	1
GATA3	20	23	94	75
GATA3-AS1	1	0	0	0
LOC107984204	0	0	0	0
LOC105376395	0	0	0	0
LOC107984206	0	0	0	0
LOC107984205	0	0	0	0
LINC00708	0	0	0	0
LOC105376396	0	0	0	0
LOC105376397	0	0	0	0
LOC105376398	0	0	0	0
LOC105376399	0	0	0	0
LOC105376400	0	0	0	0
